,Time,ID,lat1,lon1
121,2020-03-17 11:08:50,F6B1AAC4-A402-4410-95BC-CE6B2E03C322,39.520229,-76.347089
122,2020-03-17 11:09:03,E9FDE1E2-FA09-43A0-9804-23DF4826BFD2,39.51981,-76.346249
124,2020-03-17 11:09:22,9A4450BE-BC52-4C8A-86BF-A1F7FF2B6236,39.51883,-76.3452
126,2020-03-17 11:41:07,FADAE672-1B7A-42C8-A9BD-CC54B525CBEE,38.297309999999996,-76.63648
127,2020-03-17 11:41:32,A9A3A7A7-7FB4-480D-927E-13513354256A,38.29775,-76.63683
128,2020-03-17 11:41:35,96FA48D0-C4F1-4F6C-AE84-368320D2DC04,38.299419,-76.64063
137,2020-03-17 11:42:16,BE37AFA6-1E3E-45DE-8333-F2A69D663349,38.30129,-76.63768
139,2020-03-17 11:55:55,E6CC29DB-7D8B-4F6A-B1E6-CCB1C9FCB4D2,38.3031,-76.640889
140,2020-03-17 11:56:04,2E72F3F4-6EAF-4778-A617-6380DE9A4D09,38.29963,-76.63799
153,2020-03-17 11:58:10,F99ADEEB-EC08-476F-A022-0AC2C855C0F8,38.302399,-76.64194
156,2020-03-17 11:58:13,545F5026-134D-470F-9AD8-03F8FC9DCC99,38.3005,-76.64372
162,2020-03-17 11:58:34,577ED566-FBF3-4A83-8C82-5026F73228D7,38.298809999999996,-76.63933
195,2020-03-17 11:14:34,9AB92A57-A0A7-4E66-B37D-639893CA7E2B,39.519459999999995,-76.34826899999999
196,2020-03-17 11:14:40,BA7BCFD6-9AB4-498C-B0EA-F0034EA0B259,39.519399,-76.34581999999999
199,2020-03-17 11:15:32,53F1BFE3-3F93-4391-AE93-827ED369F217,39.51952,-76.344549
201,2020-03-17 11:15:33,D1C75797-68FB-4E19-9BAB-C2B8FD001DA3,39.518687,-76.343788
202,2020-03-17 11:03:29,FEA4F3D1-EB01-4C00-832F-901290ECF8E6,39.51979,-76.34595999999999
205,2020-03-17 11:53:45,84EE96DE-35FA-4A07-A3AD-2712F033963D,38.298369,-76.63835
366,2020-03-17 11:33:08,49C02AFE-46E5-4FB2-8A11-533B129216B9,38.300069,-76.6427
549,2020-03-17 11:45:11,76BE715A-D4F8-4AFD-85A4-9AF2E27FF1FF,38.301639,-76.63852
564,2020-03-17 11:45:57,3C97FD1D-D132-498F-A8E2-37CC6E79CCD9,38.302019,-76.637979
582,2020-03-17 11:58:36,5E7052F0-C5CB-419C-8065-00D12888B6B0,38.296383,-76.637624
619,2020-03-17 11:02:41,6CE0089E-5AC2-4957-B3A2-68E197DDAA70,39.520719,-76.3426
654,2020-03-17 11:54:51,E718335D-B8C1-499E-98DA-33412E3B528E,38.299909,-76.64206
655,2020-03-17 11:54:58,2D4ABF13-4B7A-47E3-A9E0-3AF369C4935C,38.30024,-76.64296
663,2020-03-17 11:10:16,3CD097DD-031F-4B70-A1C1-AE6B12EC47C7,38.297969,-76.637439
669,2020-03-17 11:11:03,2823899E-EE38-435E-B8CC-EA605CDFDAF3,38.29955,-76.64105
671,2020-03-17 11:19:04,FF6ADA62-FAD9-49E2-A87B-CA3D3DE4BCF7,38.298728999999994,-76.639359
672,2020-03-17 11:19:05,DB348F83-D005-4363-8434-9AC197B2E5E0,38.300109,-76.642619
679,2020-03-17 11:27:37,0E624416-2459-4DFA-B9D3-F35E2BB97CF1,38.298092,-76.63758399999999
701,2020-03-17 11:52:03,BD568746-D783-49DB-B635-CA421785A025,38.30082,-76.64466
704,2020-03-17 11:52:07,6A9B2739-A144-4586-8D0D-F66A28324FB2,38.300649,-76.644149
754,2020-03-17 11:44:08,288C213C-BBDD-416D-AD84-04F06D9589D6,38.30106,-76.64569
758,2020-03-17 11:44:48,1156FF41-A98E-4829-A6DB-587E1AAA397C,38.297289,-76.63606999999999
778,2020-03-17 11:28:57,8176DBFC-76CE-48A0-9304-F99FD8C31B39,38.29975,-76.641729
779,2020-03-17 11:29:05,B98D1B16-003F-48B7-82E9-3DCC0BAF4C89,38.299799,-76.64185
786,2020-03-17 11:29:34,FB37987F-63E2-4DA6-AE08-4C4B885C9E1E,38.30131,-76.644019
810,2020-03-17 11:43:14,F6BDBF49-C7E4-4A1E-BD11-78034D5E38A0,38.29865,-76.63852
