,Time,ID,lat1,lon1
209,2020-03-17 11:54:02,B47CAF08-57BB-462B-BF60-D53646561CA9,39.519219,-76.346419
210,2020-03-17 11:54:07,FB840EAE-757E-4B3A-A643-32096F327099,39.51887,-76.344909
211,2020-03-17 11:54:12,7531F28F-08E8-48B3-AA74-3C88B7EB77C9,39.516659999999995,-76.35056999999999
212,2020-03-17 11:54:16,B7506EC5-3BD4-46FC-9C2B-1DD585F9791D,39.52349,-76.34658
213,2020-03-17 11:54:21,C573DEF5-F90F-469C-9268-51ED77BDC28A,39.521043,-76.345959
217,2020-03-17 11:50:41,26BD6E0A-58E8-43EA-957D-2376EE2F8FB5,39.519739,-76.346109
219,2020-03-17 11:50:41,D9EE29AD-2C81-4A9D-A7A6-E9FC491A8C44,39.518885,-76.345376
223,2020-03-17 11:50:50,B1786CDD-805B-450B-A21B-CA23FF602333,39.519329,-76.345309
231,2020-03-17 11:51:50,A98CAD56-51E2-488A-94E1-F18B414F43FB,39.519469,-76.346649
232,2020-03-17 11:05:50,DE219184-08E1-493A-9D5A-9922D2E66402,39.521759,-76.34620799999999
234,2020-03-17 11:06:41,0E37DD01-7075-4BD0-B45D-E974316B0173,39.5229,-76.348799
236,2020-03-17 11:06:57,C5292FB9-D8CA-43CC-859C-F2CDDAEF82A9,39.51798,-76.34385999999999
249,2020-03-17 11:08:02,F977BA21-7AEF-459D-B566-D80FDF3CF7E1,39.51948,-76.345339
253,2020-03-17 11:08:26,DFCED1E5-1CA4-44DD-8219-5AA8335E1D4E,39.52362,-76.34676
254,2020-03-17 11:08:29,EF573F1A-8CFE-40C5-9B66-9E00DC14F569,39.521392999999996,-76.35018000000001
255,2020-03-17 11:31:17,EC696D34-DF08-42AD-9BDA-E189458EF1BC,39.518752,-76.35215600000001
259,2020-03-17 11:31:44,13D3F444-84FA-436D-80CF-12F00D399740,39.518615999999994,-76.352079
272,2020-03-17 11:39:09,1A900EF4-78EF-4F75-90A6-40E95F99CB82,39.521359999999994,-76.34994
277,2020-03-17 11:32:49,2A686BB9-F17A-422B-9D2A-65A5E7763F0C,39.522179,-76.348849
279,2020-03-17 11:32:54,BC0BF8B5-D04D-493F-9A4C-89A01A242804,39.519399,-76.344459
285,2020-03-17 11:33:36,FC40E1F3-DDAD-477D-8EDC-110B63045D7E,39.5189,-76.346369
384,2020-03-17 11:04:33,3290E393-8D0B-40D9-9EEE-96E4531277C4,39.522289,-76.34995
386,2020-03-17 11:04:45,79E8B152-4921-4654-82CE-621A5667061E,39.51937,-76.3472
400,2020-03-17 11:37:43,F9FE9494-3C44-4890-B8C3-1F5339937918,39.521229999999996,-76.34614
410,2020-03-17 11:40:21,4508F4EB-0B1C-4BA5-B742-D68080F67D20,39.5227,-76.34841
413,2020-03-17 11:40:56,FC8C8538-BD65-447C-B0D6-EA62A3FE98C2,39.52105,-76.345529
417,2020-03-17 11:24:49,77AD088E-9BD7-40A4-BECC-98B8773F95DA,39.519775,-76.344326
423,2020-03-17 11:25:38,750E9002-0144-46D9-988F-4C1819446AAE,39.52082,-76.347629
476,2020-03-17 11:45:14,C8F374FA-6383-430F-9221-EB9A50282B4A,39.51802,-76.3421
480,2020-03-17 11:45:57,91C046DC-9B35-4534-A5B6-AF0A991358B3,39.522259999999996,-76.34761999999999
481,2020-03-17 11:11:34,A1B064D3-B20F-4B98-9E71-0A4C65E8C59B,39.51648,-76.343029
483,2020-03-17 11:12:16,8A3266DC-5D6D-4F41-9A5F-64C9909C31C5,39.517949,-76.343469
488,2020-03-17 11:26:31,B011B74F-A519-4548-B304-9EC6E122791D,39.517009,-76.34314
499,2020-03-17 11:59:12,420D0ABE-A1CE-4AEE-AF12-68D1EBFAA8F9,39.51948,-76.346919
505,2020-03-17 11:59:32,28764E38-CFD6-4AB0-8904-480F229ABBE6,39.52085,-76.34524
515,2020-03-17 11:02:15,17C3CF0A-1466-47F0-89CB-9486BCB0833C,39.51747,-76.343649
541,2020-03-17 11:13:28,5A06BED0-DA2F-4711-BF7A-D81D6FB77F45,39.520039000000004,-76.346429
